itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	observations	maxagree	majority_softlabel	majoritylabel_sampled	majority_distrlabel20	majority_distrlabel40	arg1	arg2	sent1	sent2
The_Hobbit_EN_batch_01_item_17	The_Hobbit_EN_paragraph_12	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.3; result:0; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;reason	conjunction	Let's have no more argument. I have chosen Mr. Baggins and that ought to be enough for all of you.	If I say he is a Burglar, a Burglar he is, or will be when the time comes. There is a lot more in him than you guess, and a deal more than he has any idea of himself.		
The_Hobbit_EN_batch_01_item_18	The_Hobbit_EN_paragraph_12	novel	NA	English	NA	NA	10	0.9	synchronous:0; precedence:0; succession:0; reason:0; result:0.9; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result	result	If I say he is a Burglar, a Burglar he is, or will be when the time comes. There is a lot more in him than you guess, and a deal more than he has any idea of himself.	You may (possibly) all live to thank me yet. Now Bilbo, my boy, fetch the lamp, and let's have little light on this!\"		I have chosen Mr. Baggins and that ought to be enough for all of you.
The_Hobbit_EN_batch_01_item_19	The_Hobbit_EN_paragraph_12	novel	NA	English	NA	NA	10	0.3	synchronous:0.1; precedence:0.1; succession:0.2; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	succession;conjunction	conjunction	There is a lot more in him than you guess, and a deal more than he has any idea of himself. You may (possibly) all live to thank me yet.	Now Bilbo, my boy, fetch the lamp, and let's have little light on this!\" On the table in the light of a big lamp with a red shad he spread a piece of parchment rather like a map.	You may (possibly) all live to thank me yet.	\"Now Bilbo, my boy, fetch the lamp, and let's have little light on this!\"\"\"
The_Hobbit_EN_batch_01_item_20	The_Hobbit_EN_paragraph_14	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	It had been discovered by my far ancestor, Thrain the Old, but now they mined and they tunnelled and they made huger halls and greater workshops - and in addition I believe they found a good deal of gold and a great many jewels too. Anyway they grew immensely rich and famous, and my grandfather was King under the Mountain again and treated with great reverence by the mortal men, who lived to the South, and were gradually spreading up the Running River as far as the valley overshadowed by the Mountain.	They built the merry town of Dale there in those days. Kings used to send for our smiths, and reward even the least skilful most richly.	Anyway they grew immensely rich and famous, and my grandfather was King under the Mountain again and treated with great reverence by the mortal men, who lived to the South, and were gradually spreading up the Running River as far as the valley overshadowed by the Mountain.	They built the merry town of Dale there in those days.
The_Hobbit_EN_batch_02_item_01	The_Hobbit_EN_paragraph_14	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.5; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-instance	arg2-as-instance;conjunction;result	arg2-as-instance	Indeed they hardly know a good bit of work from a bad, though they usually have a good notion of the current market value; and they can't make a thing for themselves, not even mend a little loose scale of their armour. There were lots of dragons in the North in those days, and gold was probably getting scarce up there, with the dwarves flying south or getting killed, and all the general waste and destruction that dragons make going from bad to worse.	There was a most specially greedy, strong and wicked worm called Smaug. One day he flew up into the air and came south.	There were lots of dragons in the North in those days, and gold was probably getting scarce up there, with the dwarves flying south or getting killed, and all the general waste and destruction that dragons make going from bad to worse.	There was a most specially greedy, strong and wicked worm called Smaug.
The_Hobbit_EN_batch_02_item_02	The_Hobbit_EN_paragraph_16	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0.5; succession:0.3; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	succession;precedence	precedence	I like eggs with my ham, when starting on a journey: fried not poached, and mind you don't break 'em.\" After all the others had ordered their breakfasts without so much as a please (which annoyed Bilbo very much), they all got up.	The hobbit had to find room for them all, and filled all his spare-rooms and made beds on chairs and sofas, before he got them all stowed and went to his own little bed very tired and not altogether happy. One thing he did make his mind up about was not to bother to get up very early and cook everybody else's wretched breakfast.	After all the others had ordered their breakfasts without so much as a please (which annoyed Bilbo very much), they all got up.	The hobbit had to find room for them all, and filled all his spare-rooms and made beds on chairs and sofas, before he got them all stowed and went to his own little bed very tired and not altogether happy.
The_Hobbit_EN_batch_02_item_03	The_Hobbit_EN_paragraph_16	novel	NA	English	NA	NA	10	0.5	synchronous:0.1; precedence:0.1; succession:0; reason:0; result:0.2; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;result	conjunction	After all the others had ordered their breakfasts without so much as a please (which annoyed Bilbo very much), they all got up. The hobbit had to find room for them all, and filled all his spare-rooms and made beds on chairs and sofas, before he got them all stowed and went to his own little bed very tired and not altogether happy.	One thing he did make his mind up about was not to bother to get up very early and cook everybody else's wretched breakfast. The Tookishness was wearing off, and he was not now quite so sure that he was going on any journey in the morning.	The hobbit had to find room for them all, and filled all his spare-rooms and made beds on chairs and sofas, before he got them all stowed and went to his own little bed very tired and not altogether happy.	One thing he did make his mind up about was not to bother to get up very early and cook everybody else's wretched breakfast.
The_Hobbit_EN_batch_02_item_04	The_Hobbit_EN_paragraph_18	novel	NA	English	NA	NA	10	0.4	synchronous:0.3; precedence:0.1; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	synchronous;conjunction	conjunction	They were too large for him, and he looked rather comic.  What his father Bungo would have thought of him, I daren't think. His only comfort was he couldn't be mistaken for a dwarf, as he had no beard.	They had not been riding very long when up came Gandalf very splendid on a white horse. He had brought a lot of pocket-handkerchiefs, and Bilbo's pipe and tobacco.	His only comfort was he couldn't be mistaken for a dwarf, as he had no beard.	They had not been riding very long when up came Gandalf very splendid on a white horse.
The_Hobbit_EN_batch_02_item_05	The_Hobbit_EN_paragraph_18	novel	NA	English	NA	NA	10	0.7	synchronous:0; precedence:0; succession:0.1; reason:0; result:0; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.7; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail	arg2-as-detail	His only comfort was he couldn't be mistaken for a dwarf, as he had no beard. They had not been riding very long when up came Gandalf very splendid on a white horse.	He had brought a lot of pocket-handkerchiefs, and Bilbo's pipe and tobacco. So after that the party went along very merrily, and they told stories or sang songs as they rode forward all day, except of course when they stopped for meals.	They had not been riding very long when up came Gandalf very splendid on a white horse.	He had brought a lot of pocket-handkerchiefs, and Bilbo's pipe and tobacco.
The_Hobbit_EN_batch_02_item_06	The_Hobbit_EN_paragraph_19	novel	NA	English	NA	NA	10	0.3	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.3; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0.1; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg1-as-detail	arg2-as-detail;arg1-as-detail	arg1-as-detail	Somewhere behind the grey clouds the sun must have gone down, for it began to get dark as they went down into a deep valley with a river at the bottom.  Wind got up, and willows along its banks bent and sighed. Fortunately the road went over an ancient stone bridge, for the river, swollen with the rains, came crushing down from the hills and mountains in the north.	It was nearly night when they had crossed over. The wind broke up the grey clouds, and a wandering moon appeared above the hills between the flying rags.	Fortunately the road went over an ancient stone bridge, for the river, swollen with the rains, came crushing down from the hills and mountains in the north.	It was nearly night when they had crossed over.
The_Hobbit_EN_batch_02_item_07	The_Hobbit_EN_paragraph_20	novel	NA	English	NA	NA	10	0.7	synchronous:0; precedence:0; succession:0; reason:0; result:0.7; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result	result	Then one of the ponies took fright at nothing and bolted. He got into the river before they could catch him; and before they could get him out again, Fili and Kili were nearly drowned, and all the baggage that he carried was washed away off him.	Of course it was mostly food, and there was mighty little left for supper, and less for breakfast. There they all sat glum and wet and muttering, while Oin and Gloin went on trying to light the fire, and quarrelling about it.	He got into the river before they could catch him; and before they could get him out again, Fili and Kili were nearly drowned, and all the baggage that he carried was washed away off him.	Of course it was mostly food, and there was mighty little left for supper, and less for breakfast.
The_Hobbit_EN_batch_02_item_08	The_Hobbit_EN_paragraph_20	novel	NA	English	NA	NA	10	0.8	synchronous:0; precedence:0; succession:0; reason:0; result:0.8; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;conjunction	result	He got into the river before they could catch him; and before they could get him out again, Fili and Kili were nearly drowned, and all the baggage that he carried was washed away off him. Of course it was mostly food, and there was mighty little left for supper, and less for breakfast.	There they all sat glum and wet and muttering, while Oin and Gloin went on trying to light the fire, and quarrelling about it. Bilbo was sadly reflecting that adventures are not all pony-rides in May-sunshine, when Balin, who was always their look-out man, said: \"There's a light over there!\"  There was a hill some way off with trees on it, pretty thick in parts.	Of course it was mostly food, and there was mighty little left for supper, and less for breakfast.	There they all sat glum and wet and muttering, while Oin and Gloin went on trying to light the fire, and quarrelling about it.
The_Hobbit_EN_batch_02_item_09	The_Hobbit_EN_paragraph_20	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	conjunction;arg2-as-detail	conjunction;arg2-as-detail	Bilbo was sadly reflecting that adventures are not all pony-rides in May-sunshine, when Balin, who was always their look-out man, said: \"There's a light over there!\" There was a hill some way off with trees on it, pretty thick in parts.	Out of the dark mass of the trees they could now see a light shining, a reddish comfortable-looking light, as it might be a fire or torches twinkling. When they had looked at it for some while, they fell to arguing.	There was a hill some way off with trees on it, pretty thick in parts.	Out of the dark mass of the trees they could now see a light shining, a reddish comfortable-looking light, as it might be a fire or torches twinkling.
The_Hobbit_EN_batch_02_item_10	The_Hobbit_EN_paragraph_21	novel	NA	English	NA	NA	10	0.4	synchronous:0.1; precedence:0; succession:0.1; reason:0; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.2; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	arg1-as-goal;result	result	He took a big bite off a sheep's leg he was toasting, and wiped his lips on his sleeve. Yes, I am afraid trolls do behave like that, even those with only one head each.	After hearing all this Bilbo ought to have done something at once. Either he should have gone back quietly and warned his friends that there were three fair-sized trolls at hand in a nasty mood, quite likely to try toasted dwarf, or even pony, for a change; or else he should have done a bit of good quick burgling.	Yes, I am afraid trolls do behave like that, even those with only one head each.	After hearing all this Bilbo ought to have done something at once.
The_Hobbit_EN_batch_02_item_11	The_Hobbit_EN_paragraph_22	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.3; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;arg1-as-denier	result	Then the night could have been spent cheerily.  Bilbo knew it. He had read of a good many things he had never seen or done.	He was very much alarmed, as well as disgusted; he wished himself a hundred miles away, and yet - and yet somehow he could not go straight back to Thorin and Company empty-handed. So he stood and hesitated in the shadows.	He had read of a good many things he had never seen or done.	He was very much alarmed, as well as disgusted; he wished himself a hundred miles away, and yet - and yet somehow he could not go straight back to Thorin and Company empty-handed.
The_Hobbit_EN_batch_02_item_12	The_Hobbit_EN_paragraph_22	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0.4; succession:0.1; reason:0.3; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	precedence;reason	precedence	He was very much alarmed, as well as disgusted; he wished himself a hundred miles away, and yet - and yet somehow he could not go straight back to Thorin and Company empty-handed. So he stood and hesitated in the shadows.	Of the various burglarious proceedings he had heard of picking the trolls' pockets seemed the least difficult, so at last he crept behind a tree just behind William. Bert and Tom went off to the barrel.	So he stood and hesitated in the shadows.	Of the various burglarious proceedings he had heard of picking the trolls' pockets seemed the least difficult, so at last he crept behind a tree just behind William.
The_Hobbit_EN_batch_02_item_13	The_Hobbit_EN_paragraph_22	novel	NA	English	NA	NA	10	0.5	synchronous:0.5; precedence:0; succession:0.1; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0.1; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	synchronous	synchronous;contrast	synchronous	Of the various burglarious proceedings he had heard of picking the trolls' pockets seemed the least difficult, so at last he crept behind a tree just behind William. Bert and Tom went off to the barrel.	William was having another drink. Then Bilbo plucked up courage and put his little hand in William's enormous pocket.	Bert and Tom went off to the barrel.	William was having another drink.
The_Hobbit_EN_batch_02_item_14	The_Hobbit_EN_paragraph_23	novel	NA	English	NA	NA	10	0.3	synchronous:0; precedence:0; succession:0.1; reason:0; result:0.3; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0.2; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;arg1-as-detail;arg1-as-instance	result	Bilbo had just enough wits left, when Bert dropped him on the ground, to scramble out of the way of their feet, before they were fighting like dogs, and calling one another all sorts of perfectly true and applicable names in very loud voices. Soon they were locked in one another's arms, and rolling nearly into the fire kicking and thumping, while Tom whacked at then both with a branch to bring them to their senses - and that of course only made them madder than ever.	That would have been the time for Bilbo to have left. But his poor little feet had been very squashed in Bert's big paw, and he had no breath in his body, and his head was going round; so there he lay for a while panting, just outside the circle of firelight.	Soon they were locked in one another's arms, and rolling nearly into the fire kicking and thumping, while Tom whacked at then both with a branch to bring them to their senses - and that of course only made them madder than ever.	That would have been the time for Bilbo to have left.
The_Hobbit_EN_batch_02_item_15	The_Hobbit_EN_paragraph_23	novel	NA	English	NA	NA	10	0.3	synchronous:0.3; precedence:0.1; succession:0.2; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	synchronous	synchronous;succession	synchronous	That would have been the time for Bilbo to have left. But his poor little feet had been very squashed in Bert's big paw, and he had no breath in his body, and his head was going round; so there he lay for a while panting, just outside the circle of firelight.	Right in the middle of the fight up came Balin. The dwarves had heard noises from a distance, and after waiting for some time for Bilbo to come back, or to hoot like an owl, they started off one by one to creep towards the light as quietly as they could.	But his poor little feet had been very squashed in Bert's big paw, and he had no breath in his body, and his head was going round; so there he lay for a while panting, just outside the circle of firelight.	Right in the middle of the fight up came Balin.
The_Hobbit_EN_batch_02_item_16	The_Hobbit_EN_paragraph_24	novel	NA	English	NA	NA	10	0.6	synchronous:0; precedence:0.2; succession:0; reason:0; result:0.6; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;precedence	result	Bilbo did his best. He caught hold of Tom's leg - as well as he could, it was thick as a young tree-trunk - but he was sent spinning up into the top of some bushes, when Tom kicked the sparks up in Thorin's face.	Tom got the branch in his teeth for that, and lost one of the front ones. It made him howl, I can tell you.	He caught hold of Tom's leg - as well as he could, it was thick as a young tree-trunk - but he was sent spinning up into the top of some bushes, when Tom kicked the sparks up in Thorin's face.	Tom got the branch in his teeth for that, and lost one of the front ones.
The_Hobbit_EN_batch_02_item_17	The_Hobbit_EN_paragraph_29	novel	NA	English	NA	NA	10	0.9	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.9; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail	arg2-as-detail	They camped under the stars, and their horses had more to eat than they had; for there was plenty of grass, but there was not much in their bags, even with what they had got from the trolls. One morning they forded a river at a wide shallow place full of the noise of stones and foam.	The far bank was steep and slippery. When they got to the top of it, leading their ponies, they saw that the great mountains had marched down very near to them.	One morning they forded a river at a wide shallow place full of the noise of stones and foam.	The far bank was steep and slippery.
The_Hobbit_EN_batch_02_item_18	The_Hobbit_EN_paragraph_29	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0.1; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.1; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-detail;conjunction	conjunction	One morning they forded a river at a wide shallow place full of the noise of stones and foam. The far bank was steep and slippery.	When they got to the top of it, leading their ponies, they saw that the great mountains had marched down very near to them. Already they I seemed only a day's easy journey from the feet of the nearest.	The far bank was steep and slippery.	When they got to the top of it, leading their ponies, they saw that the great mountains had marched down very near to them.
The_Hobbit_EN_batch_02_item_19	The_Hobbit_EN_paragraph_30	novel	NA	English	NA	NA	10	0.2	synchronous:0.2; precedence:0; succession:0; reason:0; result:0.2; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.1; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0.1; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	synchronous	result;synchronous	synchronous	Altogether it was a very slow business following the track, even guided by Gandalf, who seemed to know his way about pretty well. His head and beard wagged this way and that as he looked for the stones, and they followed his head, but they seemed no nearer to the end of the search when the day began to fail.	Tea-time had long gone by, and it seemed supper-time would soon do the same. There were moths fluttering about, and the light became very dim, for the moon had not risen.	His head and beard wagged this way and that as he looked for the stones, and they followed his head, but they seemed no nearer to the end of the search when the day began to fail.	Tea-time had long gone by, and it seemed supper-time would soon do the same.
The_Hobbit_EN_batch_02_item_20	The_Hobbit_EN_paragraph_30	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0; succession:0.1; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail	conjunction	His head and beard wagged this way and that as he looked for the stones, and they followed his head, but they seemed no nearer to the end of the search when the day began to fail. Tea-time had long gone by, and it seemed supper-time would soon do the same.	There were moths fluttering about, and the light became very dim, for the moon had not risen. Bilbo's pony began to stumble over roots and stones.	Tea-time had long gone by, and it seemed supper-time would soon do the same.	There were moths fluttering about, and the light became very dim, for the moon had not risen.
