itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	Category	maj_agreement_ref_dc	maj_agreement_ref_qa	observations_qa	maxagree_qa	majority_softlabel_qa	majoritylabel_sampled_qa	majority_distrlabel20_qa	majority_distrlabel40_qa	arg1	arg2	sent1	sent2
wiki_049	0007_Biotechnology	wikipedia	NA	English	NA	arg2-as-detail	arg2-as-detail	n	y	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0.2; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg1-as-instance;conjunction;arg2-as-detail	arg2-as-detail	Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products.	Depending on the tools and applications, it often overlaps with related scientific fields. In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests.	Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products.	Depending on the tools and applications, it often overlaps with related scientific fields.
wiki_050	0007_Biotechnology	wikipedia	NA	English	NA	arg2-as-detail,arg2-as-instance	arg2-as-detail+arg2-as-instance	y	y	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail	Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products. Depending on the tools and applications, it often overlaps with related scientific fields.	In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests. The term _ biotechnology _ was first used by Karl Ereky in 1919, meaning the production of products from raw materials with the aid of living organisms.	Depending on the tools and applications, it often overlaps with related scientific fields.	In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests.
wiki_051	0007_Biotechnology	wikipedia	NA	English	NA	succession	other	n	n	10	0.5	synchronous:0; precedence:0; succession:0.4; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;succession	conjunction;succession	Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products. Depending on the tools and applications, it often overlaps with related scientific fields. In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests.	The term _ biotechnology _ was first used by Karl Ereky in 1919, meaning the production of products from raw materials with the aid of living organisms.	In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests.	The term _ biotechnology _ was first used by Karl Ereky in 1919, meaning the production of products from raw materials with the aid of living organisms.
wiki_052	0008_Julius Caesar	wikipedia	NA	English	NA	conjunction	conjunction	n	n	10	0.4	synchronous:0; precedence:0.2; succession:0.1; reason:0; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;precedence;arg2-as-detail	result	Gaius Julius Caesar (_ SEE -zər _, Latin : [ˈɡaːiʊs ˈjuːliʊs ˈkae̯sar]; 12 July 100 BC – 15 March 44 BC) was a Roman general and statesman who played a critical role in the events that led to the demise of the Roman Republic and the rise of the Roman Empire. In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years.	Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory.	In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years.	Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero.
wiki_053	0008_Julius Caesar	wikipedia	NA	English	NA	arg2-as-denier,arg2-as-detail,precedence	Other-multi	y	y	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.5; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-denier	result;arg2-as-denier	arg2-as-denier	In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero.	Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river.	Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero.	Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory.
wiki_054	0008_Julius Caesar	wikipedia	NA	English	NA	result	result	y	y	10	0.7	synchronous:0; precedence:0.1; succession:0; reason:0; result:0.7; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result	result	In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river.	These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome.	During this time he both invaded Britain and built a bridge across the Rhine river.	These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC.
wiki_055	0008_Julius Caesar	wikipedia	NA	English	NA	conjunction	conjunction	n	n	10	0.4	synchronous:0; precedence:0.2; succession:0; reason:0; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;precedence	result	In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC.	With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army.	These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC.	With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome.
wiki_056	0008_Julius Caesar	wikipedia	NA	English	NA	arg2-as-denier,contrast	Other-multi	n	n	10	0.6	synchronous:0; precedence:0.1; succession:0; reason:0; result:0.6; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result	result	In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome.	Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army. This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence.	With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome.	Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army.
wiki_057	0008_Julius Caesar	wikipedia	NA	English	NA	result	result	y	y	10	0.7	synchronous:0; precedence:0.1; succession:0; reason:0; result:0.7; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0.1; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result	result	In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army.	This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence.	Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army.	This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence.
wiki_058	0008_Julius Caesar	wikipedia	NA	English	NA	conjunction,arg2-as-detail,arg2-as-instance	expansion	y	y	10	0.4	synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-instance	conjunction	In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army. This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence. After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar.	He gave citizenship to many residents of far regions of the Roman Republic. He initiated land reform and support for veterans.	After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar.	He gave citizenship to many residents of far regions of the Roman Republic.
wiki_059	0008_Julius Caesar	wikipedia	NA	English	NA	conjunction	conjunction	y	y	10	0.9	synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.9; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar. He gave citizenship to many residents of far regions of the Roman Republic.	He initiated land reform and support for veterans. He centralized the bureaucracy of the Republic and was eventually proclaimed \" dictator for life\" (Latin : _ dictator perpetuo _).	He gave citizenship to many residents of far regions of the Roman Republic.	He initiated land reform and support for veterans.
wiki_060	0008_Julius Caesar	wikipedia	NA	English	NA	conjunction	conjunction	y	y	10	0.6	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0.2; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg1-as-instance	conjunction	After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar. He gave citizenship to many residents of far regions of the Roman Republic. He initiated land reform and support for veterans.	He centralized the bureaucracy of the Republic and was eventually proclaimed \" dictator for life\" (Latin : _ dictator perpetuo _). His populist and authoritarian reforms angered the elites, who began to conspire against him.	He initiated land reform and support for veterans.	He centralized the bureaucracy of the Republic and was eventually proclaimed \" dictator for life\" (Latin : _ dictator perpetuo _).
wiki_061	0008_Julius Caesar	wikipedia	NA	English	NA	conjunction,arg2-as-denier	Other-multi	n	n	10	0.8	synchronous:0; precedence:0.1; succession:0; reason:0; result:0.8; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result	result	 After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar. He gave citizenship to many residents of far regions of the Roman Republic. He initiated land reform and support for veterans. He centralized the bureaucracy of the Republic and was eventually proclaimed \" dictator for life\"(Latin : _ dictator perpetuo _).	His populist and authoritarian reforms angered the elites, who began to conspire against him. On the Ides of March (15 March), 44 BC, Caesar was assassinated by a group of rebellious senators led by Brutus and Cassius, who stabbed him to death.	He centralized the bureaucracy of the Republic and was eventually proclaimed \" dictator for life\"(Latin : _ dictator perpetuo _).	His populist and authoritarian reforms angered the elites, who began to conspire against him.
wiki_062	0008_Julius Caesar	wikipedia	NA	English	NA	result,precedence	result+precedence	y	y	10	0.8	synchronous:0; precedence:0.2; succession:0; reason:0; result:0.8; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;precedence	result	 After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar. He gave citizenship to many residents of far regions of the Roman Republic. He initiated land reform and support for veterans. He centralized the bureaucracy of the Republic and was eventually proclaimed \" dictator for life\"(Latin : _ dictator perpetuo _). His populist and authoritarian reforms angered the elites, who began to conspire against him.	On the Ides of March (15 March), 44 BC, Caesar was assassinated by a group of rebellious senators led by Brutus and Cassius, who stabbed him to death. A new series of civil wars broke out and the constitutional government of the Republic was never fully restored.	His populist and authoritarian reforms angered the elites, who began to conspire against him.	On the Ides of March (15 March), 44 BC, Caesar was assassinated by a group of rebellious senators led by Brutus and Cassius, who stabbed him to death.
wiki_063	0008_Julius Caesar	wikipedia	NA	English	NA	result,conjunction	conjunction+result	y	y	10	0.6	synchronous:0; precedence:0.3; succession:0; reason:0; result:0.6; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;precedence	result	 After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar. He gave citizenship to many residents of far regions of the Roman Republic. He initiated land reform and support for veterans. He centralized the bureaucracy of the Republic and was eventually proclaimed \" dictator for life\"(Latin : _ dictator perpetuo _). His populist and authoritarian reforms angered the elites, who began to conspire against him. On the Ides of March (15 March), 44 BC, Caesar was assassinated by a group of rebellious senators led by Brutus and Cassius, who stabbed him to death.	A new series of civil wars broke out and the constitutional government of the Republic was never fully restored. Caesar's great- nephew and adopted heir Octavian, later known as Augustus, rose to sole power after defeating his opponents in a civil war.	On the Ides of March (15 March), 44 BC, Caesar was assassinated by a group of rebellious senators led by Brutus and Cassius, who stabbed him to death.	A new series of civil wars broke out and the constitutional government of the Republic was never fully restored.
wiki_064	0008_Julius Caesar	wikipedia	NA	English	NA	precedence	precedence	y	n	10	0.4	synchronous:0; precedence:0.2; succession:0.1; reason:0; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	conjunction;precedence;result	result	 After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar. He gave citizenship to many residents of far regions of the Roman Republic. He initiated land reform and support for veterans. He centralized the bureaucracy of the Republic and was eventually proclaimed \" dictator for life\"(Latin : _ dictator perpetuo _). His populist and authoritarian reforms angered the elites, who began to conspire against him. On the Ides of March (15 March), 44 BC, Caesar was assassinated by a group of rebellious senators led by Brutus and Cassius, who stabbed him to death. A new series of civil wars broke out and the constitutional government of the Republic was never fully restored.	Caesar's great- nephew and adopted heir Octavian, later known as Augustus, rose to sole power after defeating his opponents in a civil war. Octavian set about solidifying his power, and the era of the Roman Empire began.	A new series of civil wars broke out and the constitutional government of the Republic was never fully restored.	Caesar's great- nephew and adopted heir Octavian, later known as Augustus, rose to sole power after defeating his opponents in a civil war.
wiki_065	0008_Julius Caesar	wikipedia	NA	English	NA	result,precedence	result+precedence	y	n	10	0.4	synchronous:0; precedence:0.3; succession:0.1; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;precedence	conjunction	 After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar. He gave citizenship to many residents of far regions of the Roman Republic. He initiated land reform and support for veterans. He centralized the bureaucracy of the Republic and was eventually proclaimed \" dictator for life\"(Latin : _ dictator perpetuo _). His populist and authoritarian reforms angered the elites, who began to conspire against him. On the Ides of March (15 March), 44 BC, Caesar was assassinated by a group of rebellious senators led by Brutus and Cassius, who stabbed him to death. A new series of civil wars broke out and the constitutional government of the Republic was never fully restored. Caesar's great- nephew and adopted heir Octavian, later known as Augustus, rose to sole power after defeating his opponents in a civil war.	Octavian set about solidifying his power, and the era of the Roman Empire began.	Caesar's great- nephew and adopted heir Octavian, later known as Augustus, rose to sole power after defeating his opponents in a civil war.	Octavian set about solidifying his power, and the era of the Roman Empire began.
