itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	observations	maxagree	majority_softlabel	majoritylabel_sampled	majority_distrlabel20	majority_distrlabel40	arg1	arg2	sent1	sent2
original_en_batch_27_item_15	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=22 NAME=\"Moraes\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0.1; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-instance;arg2-as-detail	arg2-as-detail	Mr President, I would like to welcome the passion with which Mr Belder has delivered his report on the Roma and on the East European situation. It is the most extreme versions of racism on the edges of Europe which we are disturbed about.	When the debate about Austria- which has many elements, many complexities- was unfolding we realised that on the edges of Austria there were significant candidate countries which, while they were making progress in economic, progress in social aspects, represented a real problem with regard to their treatment of minorities. In Slovakia, the Czech Republic and Hungary there were significant problems with the treatment of the Roma.	It is the most extreme versions of racism on the edges of Europe which we are disturbed about.	When the debate about Austria- which has many elements, many complexities- was unfolding we realised that on the edges of Austria there were significant candidate countries which, while they were making progress in economic, progress in social aspects, represented a real problem with regard to their treatment of minorities.
original_en_batch_28_item_01	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=32 NAME=\"Titley\">	NA	10	0.2	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	contrast	contrast;arg2-as-instance	contrast	Animals have rights, children do not. Yet children are affected by the laws that the EU passes and the single market.	The electronic revolution seems to have given more freedom to exploiters, the paedophiles and the pornographers, than to industrialists.	Yet children are affected by the laws that the EU passes and the single market.	The electronic revolution seems to have given more freedom to exploiters, the paedophiles and the pornographers, than to industrialists.
original_en_batch_28_item_07	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=80 NAME=\"Banotti\">	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.5; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.3; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	arg1-as-goal;result	result	Madam President, I did not want to interrupt the voting when I arrived a little bit late.	Could we request that the bells be rung a little bit earlier? People on the twelfth floor had extreme difficulty getting here for the vote as the lift stopped on every single floor and we could not make it any quicker.	Madam President, I did not want to interrupt the voting when I arrived a little bit late.	Could we request that the bells be rung a little bit earlier?
original_en_batch_28_item_08	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=80 NAME=\"Banotti\">	NA	10	0.5	synchronous:0.1; precedence:0; succession:0; reason:0.2; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction;reason	arg2-as-detail	Could we request that the bells be rung a little bit earlier? People on the twelfth floor had extreme difficulty getting here for the vote as the lift stopped on every single floor and we could not make it any quicker.	The lift was full of Vice- Presidents, Quaestors and all sorts of people coming down from the twelfth floor.	People on the twelfth floor had extreme difficulty getting here for the vote as the lift stopped on every single floor and we could not make it any quicker.	The lift was full of Vice- Presidents, Quaestors and all sorts of people coming down from the twelfth floor.
original_en_batch_28_item_11	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=85 NAME=\"Titley\">	NA	10	0.7	synchronous:0; precedence:0; succession:0.1; reason:0; result:0.7; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result	result	The victors are not just British chocolate makers but chocolate consumers right across Europe who will now be free to wallow in the delight of Dairy Milk, Galaxy and Milky Way at will. Clear labelling will enable consumers to choose and enjoy the chocolate that they want.	Their taste buds will no longer be deprived by Europe's chocolate police.	Clear labelling will enable consumers to choose and enjoy the chocolate that they want.	Their taste buds will no longer be deprived by Europe's chocolate police.
original_en_batch_28_item_15	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=149 NAME=\"Ludford\">	NA	10	0.4	synchronous:0.1; precedence:0; succession:0; reason:0.2; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0.1; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;reason	result	The purpose of the Dublin Convention and Eurodac is to allocate to a single Member State responsibility for examining an asylum application, and the justification for the proposed regulation is that there is a need to extend fingerprinting to certain categories of illegal immigrants on the grounds that a substantial number of them will have claimed asylum previously or intend to do so. The problem is that some have not and will not, so this means that the proposed regulation goes beyond the strict terms of Dublin by guessing at or anticipating the existence of an asylum application. Thus the Dublin Convention is, in the words of the UK House of Lords Select Committee on the European Communities, a shaky edifice on which to construct a system for taking and exchanging fingerprint data on those who have not yet made or may not make an asylum application.	This is a legally uncertain basis for legislation and that makes me unhappy.	Thus the Dublin Convention is, in the words of the UK House of Lords Select Committee on the European Communities, a shaky edifice on which to construct a system for taking and exchanging fingerprint data on those who have not yet made or may not make an asylum application.	This is a legally uncertain basis for legislation and that makes me unhappy.
original_en_batch_28_item_16	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=155 NAME=\"Vitorino\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail;arg2-as-instance	conjunction	Mr President, the Commission would like to welcome, first of all, the very clear statement issued by the representative of the Council to the effect that the Eurodac system is only a system conceived to implement the Dublin Convention. I would also like to confirm, as the representative of the Council has already said, that there is a problem concerning the territorial application of the Eurodac regulation. I can also confirm that the Council did not ask the Commission to come forward with a revised proposal. Nevertheless, this is a very sensitive issue, as the debate has already shown, and one of the few cases where the three institutions do not have the same position, as I very clearly stated before Parliament.	The Commission, in this case, has a different position from both the Council and Parliament.	Nevertheless, this is a very sensitive issue, as the debate has already shown, and one of the few cases where the three institutions do not have the same position, as I very clearly stated before Parliament.	The Commission, in this case, has a different position from both the Council and Parliament.
original_en_batch_29_item_01	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=161 NAME=\"Hyland\">	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0.6; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	arg2-as-detail;reason	reason	Mr President, I would like to join previous speakers in congratulating the rapporteur.	He has approached this matter with his usual conviction and great dedication. I was very pleased to hear him say that there is no real conflict on the principles and objectives of the proposed directive.	Mr President, I would like to join previous speakers in congratulating the rapporteur.	He has approached this matter with his usual conviction and great dedication.
original_en_batch_29_item_02	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=161 NAME=\"Hyland\">	NA	10	0.4	synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-instance;conjunction;arg2-as-detail	conjunction	Mr President, I would like to join previous speakers in congratulating the rapporteur. He has approached this matter with his usual conviction and great dedication.	I was very pleased to hear him say that there is no real conflict on the principles and objectives of the proposed directive. I have no doubt that the Commissioner will assist in reaching a satisfactory resolution because both Parliament and the Commission have a common goal in relation to this very important and very crucial area.	He has approached this matter with his usual conviction and great dedication.	I was very pleased to hear him say that there is no real conflict on the principles and objectives of the proposed directive.
original_en_batch_29_item_03	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=161 NAME=\"Hyland\">	NA	10	0.7	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.7; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	He has approached this matter with his usual conviction and great dedication. I was very pleased to hear him say that there is no real conflict on the principles and objectives of the proposed directive.	I have no doubt that the Commissioner will assist in reaching a satisfactory resolution because both Parliament and the Commission have a common goal in relation to this very important and very crucial area.	I was very pleased to hear him say that there is no real conflict on the principles and objectives of the proposed directive.	I have no doubt that the Commissioner will assist in reaching a satisfactory resolution because both Parliament and the Commission have a common goal in relation to this very important and very crucial area.
original_en_batch_29_item_04	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=162 NAME=\"Titford\">	NA	10	0.3	synchronous:0; precedence:0; succession:0; reason:0.2; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;arg2-as-detail;reason	result	Mr President, this proposal introduces an extension of a current exemption to Directive 64/432 applicable to the Spanish Government.	Without this exemption, it would be required to implement a system of veterinary checks for tuberculosis and brucellosis, for each bovine animal exported from its region. These are already, of course, implemented by many other states.	Mr President, this proposal introduces an extension of a current exemption to Directive 64/432 applicable to the Spanish Government.	Without this exemption, it would be required to implement a system of veterinary checks for tuberculosis and brucellosis, for each bovine animal exported from its region.
original_en_batch_29_item_05	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=162 NAME=\"Titford\">	NA	10	0.3	synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail	Mr President, this proposal introduces an extension of a current exemption to Directive 64/432 applicable to the Spanish Government. Without this exemption, it would be required to implement a system of veterinary checks for tuberculosis and brucellosis, for each bovine animal exported from its region.	These are already, of course, implemented by many other states.	Without this exemption, it would be required to implement a system of veterinary checks for tuberculosis and brucellosis, for each bovine animal exported from its region.	These are already, of course, implemented by many other states.
original_en_batch_29_item_06	europarl-original-en-ep-00-03-15.txt	europarl	NA	English	<SPEAKER ID=176 NAME=\"Martin, David\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.4; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	arg2-as-detail;conjunction;reason	reason	While adding my thanks to the Council for the earlier answer, I would like to press the Council on a related matter.	The BBC recently produced evidence that 'wombs', as they described it, were for sale in Romania- that women were being paid to have children for export to Member States of the European Union. Furthermore, the BBC alleged that this was being done with the tacit approval of the Romanian authorities because it was bringing hard currency into Romania.	While adding my thanks to the Council for the earlier answer, I would like to press the Council on a related matter.	The BBC recently produced evidence that 'wombs', as they described it, were for sale in Romania- that women were being paid to have children for export to Member States of the European Union.
original_en_batch_29_item_15	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=23 NAME=\"McNally\">	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0.6; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	conjunction;reason	reason	Mr President, congratulations are in order today of course to Mrs Read on her excellent report and to Commissioner Liikanen.	This is a positive debate, very positive for Europe, and widespread interest has been shown, as evidenced by the large number of amendments.	Mr President, congratulations are in order today of course to Mrs Read on her excellent report and to Commissioner Liikanen.	This is a positive debate, very positive for Europe, and widespread interest has been shown, as evidenced by the large number of amendments.
original_en_batch_29_item_18	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=35 NAME=\"Villiers\">	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.2; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	result;conjunction	conjunction	Mr President, colleagues, not since the spread of universal suffrage in the last century has our society faced such a big potential transfer of power. The information society has potential to transfer power from government to individual, from bureaucrat to citizen and, of course, from business to consumer.	It opens up a global market place and almost limitless information to anyone with access to a computer screen. It is the biggest engine to break down barriers between communities and nationalities that we have ever seen- bigger than any EU directive can possibly be.	The information society has potential to transfer power from government to individual, from bureaucrat to citizen and, of course, from business to consumer.	It opens up a global market place and almost limitless information to anyone with access to a computer screen.
original_en_batch_29_item_19	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=35 NAME=\"Villiers\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.2; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail;similarity	conjunction	The information society has potential to transfer power from government to individual, from bureaucrat to citizen and, of course, from business to consumer. It opens up a global market place and almost limitless information to anyone with access to a computer screen.	It is the biggest engine to break down barriers between communities and nationalities that we have ever seen- bigger than any EU directive can possibly be.	It opens up a global market place and almost limitless information to anyone with access to a computer screen.	It is the biggest engine to break down barriers between communities and nationalities that we have ever seen- bigger than any EU directive can possibly be.
original_en_batch_30_item_09	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=68 NAME=\"Watson\">	NA	10	0.5	synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0.1; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-detail;conjunction	conjunction	Mr President, I should like to make a point of order. We voted on this report in committee, a committee on which all groups are represented.	We dealt with 170 amendments to this report in committee. We have now been presented with 66 amendments in plenary.	We voted on this report in committee, a committee on which all groups are represented.	We dealt with 170 amendments to this report in committee.
original_en_batch_30_item_10	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=68 NAME=\"Watson\">	NA	10	0.3	synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;contrast;arg2-as-detail	conjunction	We voted on this report in committee, a committee on which all groups are represented. We dealt with 170 amendments to this report in committee.	We have now been presented with 66 amendments in plenary. This is not a legislative report.	We dealt with 170 amendments to this report in committee.	We have now been presented with 66 amendments in plenary.
original_en_batch_30_item_11	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=68 NAME=\"Watson\">	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0.3; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;contrast	conjunction	We dealt with 170 amendments to this report in committee. We have now been presented with 66 amendments in plenary.	This is not a legislative report. If the House continues to organise its business in this way we will not only be a laughing- stock but we will fail to get through the very serious business that we have.	We have now been presented with 66 amendments in plenary.	This is not a legislative report.
original_en_batch_30_item_12	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=68 NAME=\"Watson\">	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0.2; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;reason	conjunction	We have now been presented with 66 amendments in plenary. This is not a legislative report.	If the House continues to organise its business in this way we will not only be a laughing- stock but we will fail to get through the very serious business that we have. We ask the appropriate bodies in this House to look again at the way in which we organise our work.	This is not a legislative report.	If the House continues to organise its business in this way we will not only be a laughing- stock but we will fail to get through the very serious business that we have.
original_en_batch_30_item_15	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=70 NAME=\"Read\">	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.5; result:0; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason;conjunction	reason	Mr President, this is only the fourth point of order I have raised in nearly eleven years as an MEP, so I hope you will listen.	I want to ask you and those others who preside over these sessions to be much more strict about points of order. We lost nearly half- an- hour this morning and many of the points of order that were raised then, and are often raised here, are things that Members have just thought of that they would like to share with others.	Mr President, this is only the fourth point of order I have raised in nearly eleven years as an MEP, so I hope you will listen.	I want to ask you and those others who preside over these sessions to be much more strict about points of order.
original_en_batch_30_item_16	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=70 NAME=\"Read\">	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0.6; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	arg2-as-detail;reason	reason	Mr President, this is only the fourth point of order I have raised in nearly eleven years as an MEP, so I hope you will listen. I want to ask you and those others who preside over these sessions to be much more strict about points of order.	We lost nearly half- an- hour this morning and many of the points of order that were raised then, and are often raised here, are things that Members have just thought of that they would like to share with others. That hardly constitutes a point of order.	I want to ask you and those others who preside over these sessions to be much more strict about points of order.	We lost nearly half- an- hour this morning and many of the points of order that were raised then, and are often raised here, are things that Members have just thought of that they would like to share with others.
original_en_batch_30_item_20	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=73 NAME=\"Ludford\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.3; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;reason	arg2-as-detail	I agree with Mr Pirker, and it is probably the only thing I will agree with him on if we do vote on the Ludford report.	It is going to be an interesting vote. It is unreasonable at this stage to postpone it to a time when a lot of people will have left.	I agree with Mr Pirker, and it is probably the only thing I will agree with him on if we do vote on the Ludford report.	It is going to be an interesting vote.
original_en_batch_31_item_01	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=73 NAME=\"Ludford\">	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.3; result:0.5; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;reason	result	It is going to be an interesting vote. It is unreasonable at this stage to postpone it to a time when a lot of people will have left.	If you are intending to postpone it to 5.30 p.m., it will totally distort the vote on this report. I urge that we carry on now, understanding all the difficulties that you have mentioned.	It is unreasonable at this stage to postpone it to a time when a lot of people will have left.	If you are intending to postpone it to 5.30 p.m., it will totally distort the vote on this report.
